Farmer_ID,Farmer_Name,Village,District,State,Latitude,Longitude,Crop,Waste_Type,Waste_Weight_KG,Available_Date,Pickup_Time,Road_Access,Vehicle_Access,Moisture
FRM04260,Naresh Chauhan,Bah,Agra,Uttar Pradesh,27.054755,78.08626,Wheat,Straw,1998.4,2026-08-03,Afternoon,Yes,Bullock Cart,10.2
FRM04261,Ganesh Bansal,Parichha,Jhansi,Uttar Pradesh,25.438959,78.658301,Wheat,Straw,1155.6,2026-08-11,Evening,No,Bullock Cart,15.5
FRM04262,Mukesh Rajput,Etmadpur,Agra,Uttar Pradesh,27.012295,78.225775,Paddy,Straw,1058.8,2026-08-23,Morning,Yes,Tractor,11.2
FRM04263,Badri Chauhan,Kishni,Mainpuri,Uttar Pradesh,27.040515,79.132529,Paddy,Straw,819.0,2026-08-16,Morning,Yes,Pickup Van,20.5
FRM04264,Yogendra Khandelwal,Chinhat,Lucknow,Uttar Pradesh,26.692143,80.876331,Cotton,Stalk,210.2,2026-08-04,Morning,Yes,Bullock Cart,13.0
FRM04265,Vinod Kumar,Patara,Kanpur,Uttar Pradesh,26.373533,80.240945,Paddy,Straw,491.4,2026-08-07,Afternoon,Yes,Mini Truck,11.7
FRM04266,Surendra Rai,Shankargarh,Prayagraj,Uttar Pradesh,25.451088,81.599592,Cotton,Stalk,186.1,2026-07-25,Afternoon,No,Bullock Cart,20.3
FRM04267,Jagram Bansal,Padrauna,Gorakhpur,Uttar Pradesh,26.650894,83.286208,Bajra,Residue,1198.4,2026-07-28,Evening,Yes,Mini Truck,25.0
FRM04268,Badri Rastogi,Ghatampur,Kanpur,Uttar Pradesh,26.355426,80.411287,Cotton,Stalk,828.4,2026-08-03,Morning,Yes,Tractor,8.6
FRM04269,Ravindra Lohar,Kashi Vidyapeeth,Varanasi,Uttar Pradesh,25.206069,83.058793,Paddy,Straw,527.0,2026-08-09,Morning,Yes,Pickup Van,10.8
FRM04270,Dinesh Yadav,Ramnagar,Bareilly,Uttar Pradesh,28.596613,79.375722,Wheat,Straw,1147.8,2026-07-31,Morning,Yes,Tractor,20.7
FRM04271,Shivkumar Saxena,Anupshahr,Bulandshahr,Uttar Pradesh,28.35857,77.717926,Wheat,Straw,1289.1,2026-07-31,Evening,No,Bullock Cart,22.3
FRM04272,Deepak Chauhan,Ganjdundwara,Etah,Uttar Pradesh,27.679457,78.727985,Sugarcane,Bagasse,1427.1,2026-08-15,Morning,No,Bullock Cart,23.8
FRM04273,Santosh Tripathi,Gola Bazar,Gorakhpur,Uttar Pradesh,26.508608,83.298627,Sugarcane,Bagasse,1336.7,2026-08-04,Evening,Yes,Tractor,18.3
FRM04274,Harishchandra Maheshwari,Bah,Agra,Uttar Pradesh,26.864471,77.867426,Maize,Residue,336.4,2026-08-23,Evening,Yes,Mini Truck,20.0
FRM04275,Ravindra Tiwari,Chhata,Mathura,Uttar Pradesh,27.343737,77.525833,Paddy,Straw,636.1,2026-08-21,Evening,Yes,Pickup Van,19.1
FRM04276,Shivkumar Bajpai,Rampur Maniharan,Saharanpur,Uttar Pradesh,30.018557,77.384121,Wheat,Straw,812.8,2026-08-05,Morning,Yes,Pickup Van,9.0
FRM04277,Lalit Agarwal,Vidhnu,Kanpur,Uttar Pradesh,26.432981,80.449414,Cotton,Stalk,1099.8,2026-08-02,Morning,No,Tractor,21.3
FRM04278,Ramesh Saxena,Chinhat,Lucknow,Uttar Pradesh,26.770932,81.106513,Cotton,Stalk,913.8,2026-08-04,Morning,Yes,Pickup Van,11.0
FRM04279,Yogesh Mallah,Shamshabad,Agra,Uttar Pradesh,26.876223,78.098374,Paddy,Straw,1276.3,2026-08-16,Evening,Yes,Pickup Van,23.8
FRM04280,Anil Agrawal,Gursarai,Jhansi,Uttar Pradesh,25.449435,78.456319,Sugarcane,Bagasse,600.8,2026-08-11,Evening,Yes,Tractor,17.7
FRM04281,Pappu Lodhi,Faridpur,Bareilly,Uttar Pradesh,28.47808,79.538627,Maize,Residue,851.7,2026-08-09,Morning,Yes,Mini Truck,18.3
FRM04282,Mukesh Shah,Campierganj,Gorakhpur,Uttar Pradesh,26.973434,83.393733,Wheat,Straw,1840.6,2026-08-15,Afternoon,Yes,Tractor,22.1
FRM04283,Harishchandra Pathak,Baghpat,Meerut,Uttar Pradesh,29.034256,77.75156,Mustard,Stalk,315.3,2026-07-25,Evening,Yes,Tractor,18.2
FRM04284,Vinod Pathak,Sarsaul,Kanpur,Uttar Pradesh,26.267386,80.356592,Paddy,Straw,788.5,2026-08-09,Morning,Yes,Tractor,15.9
FRM04285,Ganesh Lohar,Kithor,Meerut,Uttar Pradesh,28.661223,77.540699,Sugarcane,Bagasse,727.4,2026-07-31,Morning,Yes,Tractor,23.3
FRM04286,Anil Joshi,Manak Nagar,Lucknow,Uttar Pradesh,26.873784,81.130701,Maize,Residue,1069.3,2026-08-07,Evening,Yes,Tractor,10.7
FRM04287,Umesh Soni,Mahavan,Mathura,Uttar Pradesh,27.669166,77.508774,Cotton,Stalk,818.5,2026-08-12,Morning,Yes,Tractor,13.3
FRM04288,Giridhar Agarwal,Muzaffarabad,Saharanpur,Uttar Pradesh,30.166717,77.302278,Sugarcane,Bagasse,652.2,2026-08-22,Evening,Yes,Tractor,13.2
FRM04289,Rajkumar Garg,Behat,Saharanpur,Uttar Pradesh,30.103605,77.852737,Paddy,Straw,1610.2,2026-08-20,Afternoon,Yes,Tractor,19.7
FRM04290,Vinod Rajput,Karchhana,Prayagraj,Uttar Pradesh,25.455726,81.587896,Cotton,Stalk,547.0,2026-08-08,Afternoon,Yes,Bullock Cart,24.5
FRM04291,Shyamlal Shah,Dhanipur,Aligarh,Uttar Pradesh,27.797583,77.909037,Wheat,Straw,1916.0,2026-07-29,Morning,No,Bullock Cart,12.9
FRM04292,Rakesh Nishad,Shamshabad,Agra,Uttar Pradesh,27.154268,78.122222,Bajra,Residue,653.3,2026-08-08,Afternoon,Yes,Tractor,8.1
FRM04293,Yogesh Tripathi,Parichha,Jhansi,Uttar Pradesh,25.693707,78.503264,Paddy,Straw,363.5,2026-08-05,Morning,Yes,Mini Truck,8.3
FRM04294,Sunil Saxena,Madanpur,Firozabad,Uttar Pradesh,27.069204,78.450082,Bajra,Residue,903.4,2026-08-21,Afternoon,No,Tractor,11.2
FRM04295,Umesh Lohar,Bhojpur,Meerut,Uttar Pradesh,28.746589,77.726707,Cotton,Stalk,576.8,2026-08-06,Afternoon,No,Bullock Cart,19.2
FRM04296,Yogendra Verma,Chiraigaon,Varanasi,Uttar Pradesh,25.312649,82.954987,Cotton,Stalk,326.7,2026-08-13,Evening,No,Bullock Cart,10.3
FRM04297,Satish Pandey,Hathwant,Firozabad,Uttar Pradesh,27.162005,78.390404,Cotton,Stalk,632.3,2026-08-06,Morning,Yes,Mini Truck,18.3
FRM04298,Ravindra Rastogi,Salempur,Hathras,Uttar Pradesh,27.531732,78.139678,Wheat,Straw,1909.1,2026-08-17,Morning,Yes,Mini Truck,24.6
FRM04299,Dinesh Agarwal,Patti,Amritsar,Punjab,31.659013,74.906834,Sugarcane,Bagasse,612.7,2026-08-10,Afternoon,Yes,Pickup Van,10.7
FRM04300,Mukesh Maurya,Barnahal,Mainpuri,Uttar Pradesh,27.239246,78.822937,Wheat,Straw,1394.0,2026-07-30,Evening,Yes,Tractor,14.3
FRM04301,Vinod Saxena,Baragaon,Varanasi,Uttar Pradesh,25.558919,83.045612,Maize,Residue,160.6,2026-07-31,Morning,No,Bullock Cart,17.7
FRM04302,Virendra Soni,Anupshahr,Bulandshahr,Uttar Pradesh,28.642528,77.782379,Paddy,Straw,278.8,2026-07-25,Evening,Yes,Tractor,16.0
FRM04303,Mahesh Lodhi,Araon,Firozabad,Uttar Pradesh,27.053044,78.519658,Cotton,Stalk,1002.9,2026-07-29,Evening,Yes,Bullock Cart,19.8
FRM04304,Naresh Mittal,Gabhana,Aligarh,Uttar Pradesh,27.99837,78.379924,Wheat,Straw,1173.9,2026-08-12,Evening,Yes,Tractor,11.8
FRM04305,Manish Srivastava,Saiyan,Agra,Uttar Pradesh,27.195722,78.34771,Sugarcane,Bagasse,1597.3,2026-08-19,Morning,Yes,Mini Truck,16.0
FRM04306,Brijesh Sonar,Sarojini Nagar,Lucknow,Uttar Pradesh,27.070084,80.933931,Bajra,Residue,1003.8,2026-07-25,Evening,Yes,Tractor,12.2
FRM04307,Ramkumar Singh,Kasganj,Etah,Uttar Pradesh,27.651629,78.428463,Wheat,Straw,713.5,2026-08-19,Evening,Yes,Mini Truck,19.7
FRM04308,Kamlesh Tiwari,Naultha,Panipat,Haryana,29.409139,76.99042,Paddy,Straw,1281.5,2026-08-11,Evening,Yes,Mini Truck,24.6
FRM04309,Harishchandra Joshi,Sahjanwa,Gorakhpur,Uttar Pradesh,26.728501,83.267609,Mustard,Stalk,562.5,2026-07-25,Morning,Yes,Tractor,9.1
FRM04310,Ramesh Lodhi,Pipraich,Gorakhpur,Uttar Pradesh,26.538599,83.252598,Cotton,Stalk,796.3,2026-08-01,Morning,Yes,Tractor,18.0
FRM04311,Harishchandra Kumar,Marhara,Etah,Uttar Pradesh,27.67441,78.703289,Mustard,Stalk,253.7,2026-08-20,Evening,Yes,Mini Truck,9.6
FRM04312,Bankey Shukla,Khair,Aligarh,Uttar Pradesh,27.722852,77.848199,Maize,Residue,673.1,2026-08-12,Morning,No,Bullock Cart,19.5
FRM04313,Naresh Tripathi,Teetron,Muzaffarnagar,Uttar Pradesh,29.741314,77.811386,Bajra,Residue,226.1,2026-08-14,Afternoon,Yes,Tractor,23.1
FRM04314,Badri Khandelwal,Sarsaul,Kanpur,Uttar Pradesh,26.773522,80.288806,Maize,Residue,512.0,2026-08-09,Afternoon,No,Tractor,8.6
FRM04315,Sunil Nishad,Behat,Saharanpur,Uttar Pradesh,29.932544,77.862569,Wheat,Straw,1772.5,2026-08-10,Afternoon,Yes,Mini Truck,17.1
FRM04316,Jagram Tripathi,Sewapuri,Varanasi,Uttar Pradesh,25.418017,82.969675,Maize,Residue,489.3,2026-08-20,Evening,Yes,Mini Truck,15.4
FRM04317,Badri Bansal,Khair,Aligarh,Uttar Pradesh,27.948928,78.055595,Maize,Residue,1342.3,2026-08-14,Morning,No,Bullock Cart,22.1
FRM04318,Ramkumar Agrawal,Nagla Bhatt,Hathras,Uttar Pradesh,27.50111,77.834241,Wheat,Straw,300.3,2026-07-26,Morning,Yes,Tractor,10.1
FRM04319,Jitendra Tiwari,Patiyali,Etah,Uttar Pradesh,27.558915,78.799705,Bajra,Residue,660.3,2026-07-25,Morning,No,Bullock Cart,16.7
FRM04320,Yogendra Sonar,Mursan,Hathras,Uttar Pradesh,27.556271,77.947479,Maize,Residue,658.8,2026-08-06,Morning,Yes,Tractor,21.9
FRM04321,Badri Kumhar,Akrabad,Aligarh,Uttar Pradesh,27.653661,78.043602,Wheat,Straw,1016.8,2026-08-19,Afternoon,No,Bullock Cart,21.1
FRM04322,Brijlal Dwivedi,Bhojpur,Meerut,Uttar Pradesh,29.123039,77.665543,Cotton,Stalk,588.0,2026-07-27,Morning,No,Bullock Cart,8.8
FRM04323,Anil Soni,Rooma,Kanpur,Uttar Pradesh,26.329556,80.288786,Paddy,Straw,351.0,2026-07-27,Evening,Yes,Mini Truck,9.9
FRM04324,Rakesh Rastogi,Chamraua,Sambhal,Uttar Pradesh,28.75695,78.681901,Paddy,Straw,1416.4,2026-08-12,Afternoon,Yes,Mini Truck,13.3
FRM04325,Sanjay Bajpai,Jungle Kaudia,Gorakhpur,Uttar Pradesh,26.808207,83.63217,Maize,Residue,1401.7,2026-08-07,Evening,Yes,Mini Truck,18.0
FRM04326,Umesh Gupta,Shergarh,Bareilly,Uttar Pradesh,28.453886,79.465549,Paddy,Straw,338.6,2026-07-31,Morning,Yes,Tractor,18.7
FRM04327,Harishchandra Singh,Rooma,Kanpur,Uttar Pradesh,26.205776,80.539743,Maize,Residue,1296.7,2026-08-16,Evening,Yes,Tractor,13.3
FRM04328,Manish Verma,Lakhan Majra,Rohtak,Haryana,28.831126,76.597559,Maize,Residue,1386.1,2026-08-10,Morning,Yes,Mini Truck,23.1
FRM04329,Lalit Tripathi,Hapur,Meerut,Uttar Pradesh,29.165045,77.772366,Mustard,Stalk,378.2,2026-07-30,Morning,No,Bullock Cart,20.9
FRM04330,Lokesh Baghel,Parichha,Jhansi,Uttar Pradesh,25.415614,78.591162,Paddy,Straw,212.2,2026-08-02,Evening,No,Tractor,19.2
FRM04331,Umesh Pathak,Danpur,Bulandshahr,Uttar Pradesh,28.460907,77.931997,Paddy,Straw,902.2,2026-08-06,Afternoon,No,Bullock Cart,19.9
FRM04332,Harishchandra Yadav,Araon,Firozabad,Uttar Pradesh,27.287692,78.540043,Maize,Residue,906.3,2026-08-10,Afternoon,Yes,Bullock Cart,22.3
FRM04333,Umesh Mittal,Araon,Firozabad,Uttar Pradesh,27.147153,78.429065,Cotton,Stalk,197.2,2026-07-30,Afternoon,Yes,Bullock Cart,23.2
FRM04334,Brijesh Sharma,Shahpur,Muzaffarnagar,Uttar Pradesh,29.40833,77.570381,Wheat,Straw,326.0,2026-08-19,Morning,No,Bullock Cart,15.8
FRM04335,Ravindra Shukla,Meham,Rohtak,Haryana,29.04648,76.6237,Cotton,Stalk,788.6,2026-07-31,Afternoon,Yes,Mini Truck,21.1
FRM04336,Chandrabhan Pathak,Ghiror,Mainpuri,Uttar Pradesh,27.30629,78.953279,Paddy,Straw,936.7,2026-07-25,Evening,Yes,Pickup Van,9.3
FRM04337,Ramnarayan Mittal,Akrabad,Aligarh,Uttar Pradesh,28.063127,77.91537,Cotton,Stalk,689.1,2026-08-07,Morning,Yes,Mini Truck,22.3
FRM04338,Devendra Bind,Moth,Jhansi,Uttar Pradesh,25.441548,78.454707,Maize,Residue,385.8,2026-07-30,Evening,No,Bullock Cart,24.2
FRM04339,Rajesh Pathak,Nawabganj,Bareilly,Uttar Pradesh,28.361062,79.41514,Paddy,Straw,1132.7,2026-07-31,Morning,Yes,Tractor,17.6
FRM04340,Anil Sharma,Rooma,Kanpur,Uttar Pradesh,26.530727,80.139297,Wheat,Straw,1510.4,2026-08-12,Evening,Yes,Tractor,23.2
FRM04341,Satish Rastogi,Asmoli,Sambhal,Uttar Pradesh,28.399545,78.653249,Mustard,Stalk,505.1,2026-08-15,Evening,No,Bullock Cart,16.3
FRM04342,Virendra Maheshwari,Karchhana,Prayagraj,Uttar Pradesh,25.412289,81.589808,Wheat,Straw,880.6,2026-08-18,Evening,No,Bullock Cart,22.6
FRM04343,Pradeep Jain,Dhanipur,Aligarh,Uttar Pradesh,27.683104,78.04624,Paddy,Straw,1138.8,2026-07-27,Afternoon,Yes,Tractor,24.1
FRM04344,Hariom Shukla,Khadoor Sahib,Amritsar,Punjab,31.779095,74.745134,Wheat,Straw,1255.8,2026-08-15,Evening,Yes,Bullock Cart,20.2
FRM04345,Vijay Pandey,Kanth,Moradabad,Uttar Pradesh,28.72059,78.658533,Cotton,Stalk,795.8,2026-08-11,Evening,Yes,Mini Truck,15.9
FRM04346,Giridhar Chauhan,Bahjoi,Moradabad,Uttar Pradesh,28.822349,79.103673,Maize,Residue,761.2,2026-08-19,Evening,No,Bullock Cart,14.1
FRM04347,Jagram Patel,Chhata,Mathura,Uttar Pradesh,27.368021,77.73227,Paddy,Straw,1388.5,2026-08-17,Evening,No,Bullock Cart,21.6
FRM04348,Fullu Bajpai,Malihabad,Lucknow,Uttar Pradesh,27.192822,80.859491,Paddy,Straw,1619.4,2026-08-12,Morning,Yes,Tractor,9.9
FRM04349,Jitendra Jain,Rashidabad,Hathras,Uttar Pradesh,27.687695,78.066355,Maize,Residue,1205.6,2026-07-31,Evening,No,Bullock Cart,22.6
FRM04350,Rajkumar Joshi,Nidhuwa,Etah,Uttar Pradesh,27.707328,78.679085,Sugarcane,Bagasse,1043.7,2026-08-19,Afternoon,No,Bullock Cart,20.4
FRM04351,Dharmendra Pathak,Alamnagar,Lucknow,Uttar Pradesh,26.875666,81.210125,Paddy,Straw,689.3,2026-08-03,Afternoon,Yes,Tractor,21.2
FRM04352,Deepak Garg,Ajnala,Amritsar,Punjab,31.661332,74.929117,Mustard,Stalk,634.5,2026-08-13,Afternoon,Yes,Tractor,13.0
FRM04353,Narendra Bajpai,Shahabad,Moradabad,Uttar Pradesh,28.826229,78.767829,Paddy,Straw,1592.6,2026-08-14,Evening,Yes,Pickup Van,17.7
FRM04354,Santosh Rastogi,Fatehganj,Bareilly,Uttar Pradesh,28.171294,79.538999,Sugarcane,Bagasse,500.8,2026-07-31,Evening,No,Bullock Cart,20.8
FRM04355,Suresh Singh,Vidhnu,Kanpur,Uttar Pradesh,26.389343,80.377168,Paddy,Straw,1042.7,2026-08-18,Evening,No,Tractor,13.9
FRM04356,Girish Khandelwal,Bhongaon,Mainpuri,Uttar Pradesh,27.247196,78.891036,Wheat,Straw,1725.2,2026-08-06,Evening,Yes,Bullock Cart,22.2
FRM04357,Rajkumar Prajapati,Bakshi Ka Talab,Lucknow,Uttar Pradesh,26.967326,81.127052,Maize,Residue,1367.2,2026-07-30,Morning,Yes,Mini Truck,11.2
FRM04358,Ramnarayan Lodhi,Bhojpur,Meerut,Uttar Pradesh,28.930733,77.539033,Paddy,Straw,1390.9,2026-08-16,Afternoon,Yes,Tractor,18.9
FRM04359,Arvind Thakur,Tappal,Aligarh,Uttar Pradesh,27.839698,77.980214,Sugarcane,Bagasse,1333.3,2026-07-29,Morning,Yes,Pickup Van,22.1
FRM04360,Harishchandra Prajapati,Manak Nagar,Lucknow,Uttar Pradesh,27.05161,80.858321,Wheat,Straw,1686.9,2026-08-18,Afternoon,Yes,Tractor,12.7
FRM04361,Shivkumar Goyal,Koraon,Prayagraj,Uttar Pradesh,25.753817,81.7909,Sugarcane,Bagasse,1109.6,2026-08-03,Afternoon,No,Bullock Cart,18.8
FRM04362,Jitendra Bansal,Gosainganj,Lucknow,Uttar Pradesh,26.55746,81.247628,Paddy,Straw,1312.8,2026-07-29,Afternoon,Yes,Tractor,11.1
FRM04363,Naresh Mishra,Pinahat,Agra,Uttar Pradesh,27.005843,77.764952,Paddy,Straw,753.4,2026-08-10,Afternoon,No,Tractor,11.1
FRM04364,Pradeep Sahu,Sewapuri,Varanasi,Uttar Pradesh,25.119146,82.998283,Bajra,Residue,174.8,2026-08-22,Afternoon,No,Bullock Cart,12.8
FRM04365,Jagram Shukla,Bhongaon,Mainpuri,Uttar Pradesh,27.045258,78.905569,Bajra,Residue,1197.4,2026-08-10,Evening,Yes,Pickup Van,11.3
FRM04366,Mukesh Bansal,Rooma,Kanpur,Uttar Pradesh,26.332125,80.125822,Cotton,Stalk,581.9,2026-08-03,Evening,No,Bullock Cart,20.1
FRM04367,Lalit Chauhan,Bahjoi,Moradabad,Uttar Pradesh,28.667079,78.484604,Sugarcane,Bagasse,803.2,2026-08-20,Morning,Yes,Tractor,11.0
FRM04368,Virendra Verma,Fatehpur Sikri,Agra,Uttar Pradesh,27.105714,77.619685,Wheat,Straw,308.9,2026-08-22,Morning,No,Tractor,9.1
FRM04369,Fullu Soni,Saidabad,Prayagraj,Uttar Pradesh,25.051783,81.841954,Paddy,Straw,1398.0,2026-08-15,Evening,Yes,Pickup Van,20.4
FRM04370,Naresh Mittal,Mawana,Meerut,Uttar Pradesh,29.175482,77.397448,Sugarcane,Bagasse,1659.8,2026-08-12,Morning,Yes,Mini Truck,20.5
FRM04371,Giridhar Goyal,Muzaffarabad,Saharanpur,Uttar Pradesh,29.925202,77.433794,Wheat,Straw,1515.2,2026-08-06,Afternoon,Yes,Mini Truck,12.5
FRM04372,Bankey Lodhi,Meja,Prayagraj,Uttar Pradesh,25.384946,81.594671,Mustard,Stalk,203.3,2026-07-29,Morning,No,Tractor,17.2
FRM04373,Jitendra Dwivedi,Siyana,Bulandshahr,Uttar Pradesh,28.596317,77.957807,Paddy,Straw,429.0,2026-08-13,Evening,Yes,Pickup Van,20.7
FRM04374,Vinod Lohar,Gosainganj,Lucknow,Uttar Pradesh,26.684241,80.565736,Wheat,Straw,1416.2,2026-08-15,Evening,Yes,Mini Truck,12.2
FRM04375,Satish Mallah,Vrindavan,Mathura,Uttar Pradesh,27.672007,77.858793,Sugarcane,Bagasse,1699.6,2026-08-06,Evening,Yes,Bullock Cart,12.1
FRM04376,Deepak Rastogi,Machhara,Meerut,Uttar Pradesh,28.740478,77.556606,Wheat,Straw,1260.8,2026-08-09,Morning,Yes,Bullock Cart,21.8
FRM04377,Badri Kumhar,Kashi Vidyapeeth,Varanasi,Uttar Pradesh,25.326811,82.763036,Paddy,Straw,1236.5,2026-08-14,Morning,Yes,Tractor,15.9
FRM04378,Ramkumar Yadav,Bhadohi,Varanasi,Uttar Pradesh,25.173674,83.178161,Maize,Residue,942.7,2026-08-23,Morning,Yes,Mini Truck,14.5
FRM04379,Ajay Bajpai,Narkhi,Firozabad,Uttar Pradesh,27.304468,78.588162,Wheat,Straw,1971.8,2026-08-11,Evening,Yes,Mini Truck,16.5
FRM04380,Ravindra Pathak,Soron,Etah,Uttar Pradesh,27.562807,78.746523,Cotton,Stalk,976.4,2026-07-26,Evening,No,Bullock Cart,19.7
FRM04381,Brijesh Shah,Chandausi,Moradabad,Uttar Pradesh,28.947409,78.566889,Cotton,Stalk,257.6,2026-08-18,Morning,Yes,Tractor,8.6
FRM04382,Vinod Nishad,Pakwara,Moradabad,Uttar Pradesh,28.765537,78.868779,Wheat,Straw,750.7,2026-08-16,Afternoon,Yes,Tractor,22.3
FRM04383,Ramlal Kashyap,Barsana,Mathura,Uttar Pradesh,27.528068,77.328761,Sugarcane,Bagasse,932.0,2026-08-18,Morning,Yes,Tractor,18.4
FRM04384,Ajay Soni,Barsana,Mathura,Uttar Pradesh,27.507406,77.969031,Sugarcane,Bagasse,787.8,2026-08-08,Afternoon,No,Tractor,10.7
FRM04385,Brijlal Kashyap,Modinagar,Meerut,Uttar Pradesh,29.045471,77.342859,Paddy,Straw,1775.0,2026-08-15,Afternoon,Yes,Tractor,17.3
FRM04386,Satish Sahu,Mullanpur,Ludhiana,Punjab,30.834123,75.865277,Sugarcane,Bagasse,1214.7,2026-08-07,Evening,Yes,Tractor,9.3
FRM04387,Shyamlal Kumhar,Arajiline,Varanasi,Uttar Pradesh,25.405118,83.077812,Cotton,Stalk,1067.2,2026-08-05,Evening,Yes,Mini Truck,10.5
FRM04388,Dharmendra Yadav,Khair,Aligarh,Uttar Pradesh,27.951798,78.279738,Wheat,Straw,386.1,2026-08-04,Afternoon,Yes,Mini Truck,21.2
FRM04389,Arvind Rastogi,Bakshi Ka Talab,Lucknow,Uttar Pradesh,27.01882,80.6405,Mustard,Stalk,370.1,2026-08-20,Afternoon,Yes,Pickup Van,23.3
FRM04390,Shivkumar Sharma,Bangra,Jhansi,Uttar Pradesh,25.513061,78.55352,Mustard,Stalk,436.5,2026-08-07,Evening,No,Tractor,20.8
FRM04391,Girish Kewat,Pinahat,Agra,Uttar Pradesh,27.375391,78.309806,Cotton,Stalk,982.6,2026-08-12,Afternoon,No,Bullock Cart,23.1
FRM04392,Ramkumar Bansal,Daurala,Meerut,Uttar Pradesh,29.01028,77.725018,Paddy,Straw,1571.0,2026-08-05,Evening,Yes,Tractor,17.4
FRM04393,Sanjay Prajapati,Iglas,Aligarh,Uttar Pradesh,27.950378,77.934455,Sugarcane,Bagasse,420.6,2026-08-03,Morning,Yes,Tractor,10.6
FRM04394,Devendra Sharma,Shikohabad,Mainpuri,Uttar Pradesh,26.948702,78.987165,Sugarcane,Bagasse,1039.0,2026-08-17,Evening,Yes,Mini Truck,15.0
FRM04395,Vinod Goyal,Fatehganj,Bareilly,Uttar Pradesh,28.244474,79.307889,Paddy,Straw,1374.3,2026-08-12,Afternoon,Yes,Pickup Van,18.7
FRM04396,Narendra Baghel,Garautha,Jhansi,Uttar Pradesh,25.409529,78.412131,Paddy,Straw,733.3,2026-07-27,Morning,No,Bullock Cart,8.5
FRM04397,Jitendra Sonar,Chhata,Mathura,Uttar Pradesh,27.507701,77.678057,Mustard,Stalk,260.9,2026-08-05,Morning,Yes,Tractor,24.8
FRM04398,Badri Kumar,Sardhana,Meerut,Uttar Pradesh,28.945826,77.513533,Sugarcane,Bagasse,1198.2,2026-08-06,Morning,No,Tractor,13.0
FRM04399,Dharmendra Nishad,Sikandra Rao,Hathras,Uttar Pradesh,27.539857,78.29663,Wheat,Straw,1011.7,2026-08-12,Evening,Yes,Pickup Van,14.0
FRM04400,Phool Sharma,Jawan,Aligarh,Uttar Pradesh,28.065399,78.135644,Paddy,Straw,844.6,2026-08-17,Evening,Yes,Pickup Van,17.0
FRM04401,Ramesh Rai,Dhanipur,Aligarh,Uttar Pradesh,28.00718,78.050914,Paddy,Straw,1526.6,2026-07-29,Evening,Yes,Pickup Van,13.9
FRM04402,Ajay Mishra,Madanpur,Firozabad,Uttar Pradesh,27.221219,78.376392,Maize,Residue,1431.7,2026-08-16,Evening,Yes,Pickup Van,23.9
FRM04403,Deepak Rai,Chirgaon,Jhansi,Uttar Pradesh,25.673213,78.485528,Maize,Residue,990.0,2026-08-22,Afternoon,Yes,Mini Truck,13.3
FRM04404,Ramesh Kumar,Nidhuwa,Etah,Uttar Pradesh,27.780685,78.563142,Wheat,Straw,1735.3,2026-07-30,Evening,Yes,Tractor,10.0
FRM04405,Narendra Shukla,Salempur,Hathras,Uttar Pradesh,27.758747,78.187954,Wheat,Straw,977.6,2026-08-17,Morning,Yes,Mini Truck,12.6
FRM04406,Bharat Khandelwal,Akrabad,Aligarh,Uttar Pradesh,27.963086,78.228606,Cotton,Stalk,345.5,2026-08-18,Morning,No,Tractor,15.3
FRM04407,Mahesh Mittal,Kithor,Meerut,Uttar Pradesh,28.937012,77.793424,Paddy,Straw,990.1,2026-08-11,Afternoon,No,Bullock Cart,14.3
FRM04408,Bharat Soni,Mauranipur,Jhansi,Uttar Pradesh,25.169489,78.369964,Sugarcane,Bagasse,948.1,2026-08-02,Afternoon,Yes,Tractor,19.0
FRM04409,Dharmendra Dubey,Payal,Ludhiana,Punjab,31.130658,75.793801,Paddy,Straw,289.7,2026-08-12,Evening,No,Bullock Cart,14.7
FRM04410,Mukesh Pandey,Pinahat,Agra,Uttar Pradesh,27.044628,78.288623,Cotton,Stalk,152.6,2026-08-09,Afternoon,Yes,Tractor,8.3
FRM04411,Ajay Dwivedi,Samrala,Ludhiana,Punjab,30.957428,76.089066,Maize,Residue,872.2,2026-08-09,Morning,Yes,Mini Truck,23.9
FRM04412,Anil Pandey,Baheri,Bareilly,Uttar Pradesh,28.527139,79.358487,Cotton,Stalk,794.1,2026-08-10,Afternoon,Yes,Bullock Cart,9.5
FRM04413,Pradeep Pathak,Arajiline,Varanasi,Uttar Pradesh,25.217819,83.23205,Bajra,Residue,913.8,2026-08-08,Morning,Yes,Pickup Van,24.8
FRM04414,Devendra Mishra,Mawana,Meerut,Uttar Pradesh,29.18649,77.492472,Paddy,Straw,778.2,2026-08-05,Afternoon,No,Bullock Cart,14.8
FRM04415,Phool Khandelwal,Atrauli,Aligarh,Uttar Pradesh,27.834671,78.054734,Sugarcane,Bagasse,1793.3,2026-08-14,Afternoon,Yes,Mini Truck,10.8
FRM04416,Umesh Rai,Jasra,Prayagraj,Uttar Pradesh,25.340191,81.527539,Cotton,Stalk,430.7,2026-08-13,Afternoon,Yes,Bullock Cart,16.6
FRM04417,Pramod Agarwal,Nagla Bhatt,Hathras,Uttar Pradesh,27.782754,78.190023,Paddy,Straw,1123.5,2026-08-16,Morning,No,Tractor,22.7
FRM04418,Bhola Verma,Daurala,Meerut,Uttar Pradesh,28.848299,77.650395,Sugarcane,Bagasse,679.5,2026-08-06,Morning,Yes,Tractor,11.4
